chrom	circRNA_start	circRNA_end	strand	exonCount	exonSizes	exonOffsets	circType	geneName	isoformName	exonIndexOrIntronIndex	FlankingIntrons	CircularJunctionCount_Sample_1	LinearJunctionCount_Sample_1	CircularJunctionCount_Sample_2	LinearJunctionCount_Sample_2	PBI_Sample_1	PBI_Sample_2	deltaPBI(PBI_1-PBI_2)	pValue	FDR
chr1	216733863	216737793	-	4	72,132,87,142,	0,1744,3537,3788,	circRNA	Nap1l4	NM_001012170	8,9,10,11	chr1:216730895-216733863|216737793-216739957	0	0	1	332	0.0	0.005988023952095809	-0.005988023952095809	1.0	1.0
chr6	56978121	57024443	+	7	104,96,67,66,80,135,117,	0,13639,37907,41026,41180,44570,46205,	circRNA	Agmo	NM_001135899	4,5,6,7,8,9,10	chr6:56857170-56978121|57024443-57047675	0	0	2	8	0.0	0.3333333333333333	-0.3333333333333333	1.0	1.0
chr11	34637280	34695583	+	22	46,127,64,61,85,135,81,113,121,123,102,93,65,137,327,252,47,57,71,165,1024,66,	0,1249,2477,6422,6715,8779,9567,12226,13835,15710,16852,17973,18625,19813,21386,23970,24706,25703,27095,30810,56004,58237,	circRNA	Ttc3	NM_001108315	13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34	chr11:34636308-34637280|34695583-34718958	0	0	1	101	0.0	0.019417475728155338	-0.019417475728155338	1.0	1.0
chr8	48682979	48683667	-	3	172,203,140,	0,260,548,	circRNA	Vps11	NM_001108138	3,4,5	chr8:48678970-48682979|48683667-48684154	1	20	0	0	0.09090909090909091	0.0	0.09090909090909091	1.0	1.0
chr1	251246097	251262392	-	4	51,90,107,201,	0,3526,7520,16094,	circRNA	Atad1	NM_001035002	3,4,5,6	chr1:251239661-251246097|251262392-251266054	0	0	1	159	0.0	0.012422360248447204	-0.012422360248447204	1.0	1.0
chr14	115222054	115233827	+	12	56,57,56,99,63,96,132,210,137,54,130,82,	0,1652,1908,2046,3593,3779,4841,6857,8438,9694,10111,11691,	circRNA	Psme4	NM_001025140	21,22,23,24,25,26,27,28,29,30,31,32	chr14:115214821-115222054|115233827-115235320	0	0	1	155	0.0	0.012738853503184714	-0.012738853503184714	1.0	1.0
chr15	25905490	25918193	-	9	148,210,83,141,45,110,29,65,195,	0,1877,2993,3853,4095,4768,6098,7865,12508,	circRNA	Exoc5	NM_022204	7,8,9,10,11,12,13,14,15	chr15:25897759-25905490|25918193-25920384	1	29	0	0	0.06451612903225806	0.0	0.06451612903225806	1.0	1.0
chr20	55402449	55405747	+	3	165,87,177,	0,2052,3121,	circRNA	Ascc3	NM_001277057	18,19,20	chr20:55399600-55402449|55405747-55409724	0	0	1	108	0.0	0.01818181818181818	-0.01818181818181818	1.0	1.0
chr1	80266112	80267275	+	3	100,72,69,	0,897,1094,	circRNA	Ercc1	NM_001106228	7,8,9	chr1:80263634-80266112|80267275-80268092	0	0	1	41	0.0	0.046511627906976744	-0.046511627906976744	1.0	1.0
chr10	72359921	72365837	-	4	141,176,193,103,	0,808,3091,5813,	circRNA	Usp32	NM_001107032	20,21,22,23	chr10:72349962-72359921|72365837-72369078	1	94	0	0	0.020833333333333332	0.0	0.020833333333333332	1.0	1.0
chr7	51415389	51450199	-	17	105,136,17,66,122,172,201,91,180,105,95,216,125,158,89,75,145,	0,614,2013,5186,7070,8346,8705,9940,15877,17394,18449,20145,26209,27979,28273,28958,34665,	circRNA	Ppp1r12a	NM_053890	4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20	chr7:51412706-51415389|51450199-51453246	1	112	0	0	0.017543859649122806	0.0	0.017543859649122806	1.0	1.0
chrX	71568019	71568934	+	3	154,102,180,	0,237,735,	circRNA	Ogt	NM_017107	11,12,13	chrX:71565780-71568019|71568934-71570162	1	170	0	0	0.011627906976744186	0.0	0.011627906976744186	1.0	1.0
chr8	104455483	104480819	-	11	78,84,107,124,75,115,149,157,102,77,73,	0,3476,8695,10987,13639,14646,15365,15949,20628,21807,25263,	circRNA	Rasa2	NM_001105724	8,9,10,11,12,13,14,15,16,17,18	chr8:104451226-104455483|104480819-104483292	2	24	0	0	0.14285714285714285	0.0	0.14285714285714285	1.0	1.0
chr15	93799008	93825327	-	9	92,128,126,173,154,205,118,82,120,	0,3420,3629,4372,11119,11709,15957,23549,26199,	circRNA	Mycbp2	NM_001106055	57,58,59,60,61,62,63,64,65	chr15:93796821-93799008|93825327-93832593	0	0	1	82	0.0	0.023809523809523808	-0.023809523809523808	1.0	1.0
chr7	78188913	78421708	+	17	211,311,926,68,120,100,124,47,113,48,131,172,154,69,157,111,66,	0,57973,143753,158210,160166,162133,163208,165603,168394,174314,177519,184122,186488,215218,225004,226321,232729,	circRNA	Rims2	NM_053945	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18	chr7:78092263-78188913|78421708-78432826	1	19	0	0	0.09523809523809523	0.0	0.09523809523809523	1.0	1.0
chr5	139800833	139816856	+	6	171,248,142,110,102,140,	0,4959,10349,13717,15521,15883,	circRNA	Rims3	NM_022931	2,3,4,5,6,7	chr5:139790633-139800833|139816856-139818605	3	0	0	0	1.0	0.0	1.0	1.0	1.0
chr2	199002199	199002833	-	1	634,	0,	ciRNA	Gpr89b	NM_001139486	3	chr2:199002199-199002834	0	0	1	52	0.0	0.037037037037037035	-0.037037037037037035	1.0	1.0
chr18	17224243	17311559	+	9	105,135,51,212,279,878,159,183,120,	0,30480,34571,40260,57758,64601,75924,84309,87196,	circRNA	Fhod3	NM_001271332	13,14,15,16,17,18,19,20,21	chr18:17218655-17224243|17311559-17312699	0	0	1	8	0.0	0.2	-0.2	1.0	1.0
chr17	10074183	10096824	+	6	155,85,125,106,737,86,	0,7950,14535,15847,16253,22555,	circRNA	Uimc1	NM_001013884	2,3,4,5,6,7	chr17:10066001-10074183|10096824-10103410	0	0	1	2	0.0	0.5	-0.5	1.0	1.0
chr5	156463242	156484234	+	3	123,109,822,	0,14939,20170,	circRNA	Eif4g3	NM_001106693	7,8,9	chr5:156461375-156463242|156484234-156506447	0	0	1	120	0.0	0.01639344262295082	-0.01639344262295082	1.0	1.0
chr20	26818516	26820488	+	3	99,168,144,	0,1201,1828,	circRNA	Herc4	NM_001012074	18,19,20	chr20:26815783-26818516|26820488-26823267	0	0	2	37	0.0	0.0975609756097561	-0.0975609756097561	1.0	1.0
chr1	125033641	125052197	+	10	80,196,214,125,172,175,124,73,101,171,	0,2445,4573,5790,7137,10636,11217,12517,13385,18385,	circRNA	Trpm1	NM_001037734	2,3,4,5,6,7,8,9,10,11	chr1:124983669-125033641|125052197-125053468	1	340	0	0	0.005847953216374269	0.0	0.005847953216374269	1.0	1.0
chr6	43659898	43664707	+	3	88,98,96,	0,4333,4713,	circRNA	Taf1b	NM_001191107	3,4,5	chr6:43646637-43659898|43664707-43671871	0	0	2	45	0.0	0.08163265306122448	-0.08163265306122448	1.0	1.0
chr3	123268051	123285181	-	8	126,159,89,118,99,89,147,104,	0,5351,6368,7398,7779,8805,10791,17026,	circRNA	RGD1565616	NM_001109206	10,11,12,13,14,15,16,17	chr3:123264880-123268051|123285181-123299119	2	91	0	0	0.042105263157894736	0.0	0.042105263157894736	1.0	1.0
chr3	123345995	123360508	-	6	78,107,97,125,120,80,	0,3727,6033,7563,13048,14433,	circRNA	RGD1565616	NM_001109206	31,32,33,34,35,36	chr3:123339389-123345995|123360508-123376279	1	146	0	0	0.013513513513513514	0.0	0.013513513513513514	1.0	1.0
chr15	11840519	11848599	-	4	98,132,174,69,	0,3648,6175,8011,	circRNA	Slc4a7	NM_058211	3,4,5,6	chr15:11838559-11840519|11848599-11851689	0	0	1	101	0.0	0.019417475728155338	-0.019417475728155338	1.0	1.0
chr12	38399701	38425489	+	9	717,58,84,157,166,216,117,107,121,	0,7443,7868,8686,11896,12201,17846,19955,25667,	circRNA	Clip1	NM_031745	10,11,12,13,14,15,16,17,18	chr12:38395631-38399701|38425489-38439527	0	0	1	50	0.0	0.038461538461538464	-0.038461538461538464	1.0	1.0
chr1	193129266	193133602	+	5	52,143,147,138,129,	0,2521,3143,3448,4207,	circRNA	Tnrc6a	NM_001107549	10,11,12,13,14	chr1:193128459-193129266|193133602-193134063	0	0	1	178	0.0	0.011111111111111112	-0.011111111111111112	1.0	1.0
chr1	137249370	137284384	+	7	109,43,133,121,68,67,136,	0,6285,7903,14967,28613,30943,34878,	circRNA	Akap13	NM_001106271	15,16,17,18,19,20,21	chr1:137247319-137249370|137284384-137285672	1	17	0	0	0.10526315789473684	0.0	0.10526315789473684	1.0	1.0
chr3	2423173	2426420	-	6	107,143,96,103,113,186,	0,211,761,1071,1998,3061,	circRNA	Nelfb	NM_001107817	4,5,6,7,8,9	chr3:2415895-2423173|2426420-2429577	0	0	2	54	0.0	0.06896551724137931	-0.06896551724137931	1.0	1.0
chr11	31653346	31654185	+	2	139,115,	0,724,	circRNA	Ifnar1	NM_001271316	6,7	chr11:31653259-31653346|31654185-31656837	0	0	1	44	0.0	0.043478260869565216	-0.043478260869565216	1.0	1.0
chr15	25328777	25333342	+	3	41,84,115,	0,2925,4450,	circRNA	Tmem260	NM_001170475	7,8,9	chr15:25325797-25328777|25333342-25334965	0	0	2	24	0.0	0.14285714285714285	-0.14285714285714285	1.0	1.0
chr20	32536933	32561175	+	5	100,164,79,126,128,	0,18899,21021,23227,24114,	circRNA	Kpna5	NM_001025113	7,8,9,10,11	chr20:32523997-32536933|32561175-32568662	1	67	0	0	0.028985507246376812	0.0	0.028985507246376812	1.0	1.0
chr8	80347309	80378857	-	4	134,129,90,69,	0,26596,29548,31479,	circRNA	Unc13c	NM_173146	16,17,18,19	chr8:80339278-80347309|80378857-80388948	0	0	2	37	0.0	0.0975609756097561	-0.0975609756097561	1.0	1.0
chrX	63279210	63288153	-	5	95,135,159,95,122,	0,2519,4122,5224,8821,	circRNA	Eif2s3	NM_001100542	5,6,7,8,9	chrX:63278084-63279210|63288153-63288238	0	0	1	608	0.0	0.003278688524590164	-0.003278688524590164	1.0	1.0
chr10	64831514	64834810	-	2	121,394,	0,2902,	circRNA	Phf12	NM_001013117	11,12	chr10:64829388-64831514|64834810-64837361	0	0	1	50	0.0	0.038461538461538464	-0.038461538461538464	1.0	1.0
chr4	115624886	115670939	+	20	1513,62,39,170,275,147,123,56,53,51,69,84,69,38,132,129,42,135,123,38,	0,6309,11674,13217,14782,16552,18254,24114,24340,25594,27426,28279,28974,30432,32809,36147,37066,37774,39654,46015,	circRNA	Zfp638	NM_001107868	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21	chr4:115601783-115624886|115670939-115674837	1	0	0	0	1.0	0.0	1.0	1.0	1.0
chr5	70292287	70362371	+	12	90,143,137,94,170,90,140,187,166,157,84,138,	0,9706,33826,45728,53294,55335,58335,59358,60783,61773,63493,69946,	circRNA	Slc44a1	NM_053492	2,3,4,5,6,7,8,9,10,11,12,13	chr5:70245888-70292287|70362371-70367135	0	0	1	0	0.0	1.0	-1.0	1.0	1.0
chr7	114487837	114507068	-	8	205,90,101,116,101,85,98,57,	0,2560,5018,6489,8342,11236,16858,19174,	circRNA	Ptk2	NM_013081	12,13,14,15,16,17,18,19	chr7:114474544-114487837|114507068-114523675	1	38	0	0	0.05	0.0	0.05	1.0	1.0
chr6	22878798	22879000	+	1	202,	0,	circRNA	Alk	NM_001169101	3	chr6:22714933-22878798|22879000-23018302	1	0	0	0	1.0	0.0	1.0	1.0	1.0
chr2	236361255	236373890	-	5	73,90,127,158,129,	0,1633,5732,8989,12506,	circRNA	Hadh	NM_057186	3,4,5,6,7	chr2:236355593-236361255|236373890-236394907	1	4	0	0	0.3333333333333333	0.0	0.3333333333333333	1.0	1.0
chr5	141118591	141181529	-	37	1472,496,200,130,242,63,118,157,167,318,209,124,177,519,225,234,150,234,150,216,150,5319,136,89,153,99,108,84,163,194,139,179,170,184,127,155,153,	0,2671,4817,6248,7326,8363,11481,14196,16036,18376,19153,21424,21732,22902,24979,26365,28521,31071,33093,33626,37236,38547,47551,51467,51841,52271,52590,53197,54084,55456,56280,57218,57664,58150,59058,60660,62785,	circRNA	Macf1	NM_001135758	42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78	chr5:141091180-141118591|141181529-141183637	1	347	0	0	0.0057306590257879654	0.0	0.0057306590257879654	1.0	1.0
chr12	39280570	39287931	+	4	134,37,22,89,	0,4268,7108,7272,	circRNA	Camkk2	NM_031338	7,8,9,10	chr12:39277948-39280570|39287931-39289553	0	0	1	6	0.0	0.25	-0.25	1.0	1.0
chr13	77035701	77051919	+	4	117,118,125,161,	0,12573,14722,16057,	circRNA	Rfwd2	NM_001025126	8,9,10,11	chr13:77031932-77035701|77051919-77073168	0	0	1	304	0.0	0.006535947712418301	-0.006535947712418301	1.0	1.0
chr4	10878543	10890341	+	5	57,70,159,166,165,	0,6114,8144,10326,11633,	circRNA	Phtf2	NM_001106577	3,4,5,6,7	chr4:10848046-10878543|10890341-10902511	0	0	2	29	0.0	0.12121212121212122	-0.12121212121212122	1.0	1.0
chr10	73712415	73733859	-	12	186,159,143,224,192,220,457,190,224,162,917,197,	0,292,1193,4475,5187,7035,8538,10210,11058,13394,18950,21247,	circRNA	Med13	NM_001107035	5,6,7,8,9,10,11,12,13,14,15,16	chr10:73709964-73712415|73733859-73734132	1	44	0	0	0.043478260869565216	0.0	0.043478260869565216	1.0	1.0
chr7	71326795	71331115	+	3	142,113,66,	0,2109,4254,	circRNA	Ptdss1	NM_001012113	7,8,9	chr7:71322757-71326795|71331115-71345549	1	13	0	0	0.13333333333333333	0.0	0.13333333333333333	1.0	1.0
chr10	66916994	66919977	+	5	131,101,143,47,217,	0,476,1234,1713,2766,	circRNA	Nf1	NM_012609	56,57,58,59,60	chr10:66916380-66916994|66919977-66928026	0	0	1	117	0.0	0.01680672268907563	-0.01680672268907563	1.0	1.0
chr2	44735826	44761294	-	12	163,57,106,164,189,111,129,69,173,151,126,102,	0,960,2798,6956,8536,12611,13195,16347,16911,20537,23734,25366,	circRNA	Skiv2l2	NM_001034093	3,4,5,6,7,8,9,10,11,12,13,14	chr2:44728122-44735826|44761294-44762716	0	0	1	96	0.0	0.02040816326530612	-0.02040816326530612	1.0	1.0
chr13	78443041	78464311	-	3	142,167,103,	0,19569,21167,	circRNA	Rabgap1l	NM_001107190	11,12,13	chr13:78393465-78443041|78464311-78470729	0	0	1	33	0.0	0.05714285714285714	-0.05714285714285714	1.0	1.0
chr8	119428997	119448962	+	4	67,42,45,117,	0,2946,18350,19848,	circRNA	Lrrfip2	NM_001024761	5,6,7,8	chr8:119418575-119428995|119448962-119460133	1	0	0	0	1.0	0.0	1.0	1.0	1.0
chr7	66881553	67018030	-	7	108,64,119,85,113,345,163,	0,3048,29554,47758,92789,100623,136314,	circRNA	Ppm1h	NM_001271079	3,4,5,6,7,8,9	chr7:66863074-66881553|67018030-67116667	0	0	1	59	0.0	0.03278688524590164	-0.03278688524590164	1.0	1.0
chr3	40356200	40399933	+	2	118,181,	0,43552,	circRNA	Galnt13	NM_199106	6,7	chr3:40334324-40356200|40399933-40568689	1	94	0	0	0.020833333333333332	0.0	0.020833333333333332	1.0	1.0
chr13	76989279	77004245	+	3	58,115,136,	0,10825,14830,	circRNA	Rfwd2	NM_001025126	2,3,4	chr13:76980867-76989279|77004245-77029634	1	76	0	0	0.02564102564102564	0.0	0.02564102564102564	1.0	1.0
chr8	27808155	27812101	-	8	117,112,88,79,72,141,107,81,	0,487,879,1940,2258,2562,3264,3865,	circRNA	Glb1l2	NM_001192018	2,3,4,5,6,7,8,9	chr8:27807864-27808155|27812101-27812672	0	0	2	78	0.0	0.04878048780487805	-0.04878048780487805	1.0	1.0
chr6	42268097	42271733	+	5	161,185,70,104,187,	0,491,1374,3082,3449,	circRNA	Rock2	NM_013022	19,20,21,22,23	chr6:42264944-42268097|42271733-42274254	2	61	0	0	0.06153846153846154	0.0	0.06153846153846154	1.0	1.0
chr7	1131839	1143648	-	5	117,226,106,203,106,	0,1128,3789,10319,11703,	circRNA	Arl13b	NM_001107101	3,4,5,6,7	chr7:1130897-1131839|1143648-1156230	0	0	1	11	0.0	0.15384615384615385	-0.15384615384615385	1.0	1.0
chr3	111257258	111260756	-	3	54,215,115,	0,2061,3383,	circRNA	Ino80	NM_001261404	29,30,31	chr3:111255937-111257258|111260762-111263330	0	0	1	76	0.0	0.02564102564102564	-0.02564102564102564	1.0	1.0
chr5	8832375	8864588	-	6	413,99,81,104,100,109,	0,1191,2339,7803,29849,32104,	circRNA	Cspp1	NM_001191864	25,26,27,28,29,30	chr5:8824029-8832375|None	1	14	0	0	0.125	0.0	0.125	1.0	1.0
chr5	59498110	59502275	+	2	118,112,	0,4053,	circRNA	Clta	NM_031974	3,4	chr5:59497122-59498110|59502275-59506481	1	69	0	0	0.028169014084507043	0.0	0.028169014084507043	1.0	1.0
chr3	123493991	123509546	+	7	184,155,85,221,122,139,191,	0,1173,4548,9618,11784,12895,15364,	circRNA	Atrn	NM_031351	9,10,11,12,13,14,15	chr3:123491612-123493991|123509546-123513146	1	122	0	0	0.016129032258064516	0.0	0.016129032258064516	1.0	1.0
chr2	257591661	257601207	+	6	127,170,82,109,91,69,	0,1337,2230,3580,7704,9477,	circRNA	Usp33	NM_001191094	17,18,19,20,21,22	chr2:257590744-257591661|257601207-257601716	0	0	1	188	0.0	0.010526315789473684	-0.010526315789473684	1.0	1.0
chr1	1906182	1915064	+	4	117,125,67,112,	0,3062,6607,8770,	circRNA	Ppil4	NM_001108457	7,8,9,10	chr1:1905383-1906182|1915064-1917630	1	96	0	0	0.02040816326530612	0.0	0.02040816326530612	1.0	1.0
chr1	256255355	256282499	+	13	172,48,91,46,205,156,69,84,47,121,72,98,106,	0,1227,1434,3332,8048,10302,13944,15715,17015,17191,19391,21841,27038,	circRNA	Exoc6	NM_019277	2,3,4,5,6,7,8,9,10,11,12,13,14	chr1:256226322-256255355|256282499-256284874	0	0	1	1	0.0	0.6666666666666666	-0.6666666666666666	1.0	1.0
chr3	112689803	112728973	-	10	1268,589,212,217,158,126,66,105,141,74,	0,3951,5697,10097,11787,23720,26785,32413,34981,39096,	circRNA	Ttbk2	NM_001107766	2,3,4,5,6,7,8,9,10,11	chr3:112685072-112689803|112728973-112752501	0	0	3	36	0.0	0.14285714285714285	-0.14285714285714285	1.0	1.0
chr8	104476111	104514522	-	8	102,77,73,84,77,95,104,118,	0,1179,4635,7181,16940,28689,32754,38293,	circRNA	Rasa2	NM_001105724	16,17,18,19,20,21,22,23	chr8:104471589-104476111|104514522-104542173	0	0	3	21	0.0	0.2222222222222222	-0.2222222222222222	1.0	1.0
chr20	50177600	50234468	+	9	75,134,131,210,122,40,66,192,198,	0,16861,18776,20337,23644,35184,35225,47186,56670,	circRNA	Prep	NM_031324	2,3,4,5,6,7,8,9,10	chr20:50172790-50177600|50234468-50238876	0	0	1	11	0.0	0.15384615384615385	-0.15384615384615385	1.0	1.0
chr8	39218755	39235362	-	12	103,117,189,156,92,156,181,165,107,91,146,122,	0,211,1773,2333,5848,7011,8337,9868,11536,12945,15992,16485,	circRNA	Stt3a	NM_001134749	4,5,6,7,8,9,10,11,12,13,14,15	chr8:39212951-39218755|39235362-39239420	1	52	0	0	0.037037037037037035	0.0	0.037037037037037035	1.0	1.0
chr7	74318803	74350532	+	3	110,148,128,	0,14568,31601,	circRNA	Vps13b	NM_001134886	20,21,22	chr7:74259380-74318803|74350532-74358349	1	41	0	0	0.046511627906976744	0.0	0.046511627906976744	1.0	1.0
chr3	61449369	61488758	-	8	198,52,84,41,59,188,42,89,	0,14659,14797,17760,20292,35049,36743,39300,	circRNA	Lnpk	NM_001077429	6,7,8,9,10,11,12,13	chr3:61444093-61449369|61488758-61494652	1	4	0	0	0.3333333333333333	0.0	0.3333333333333333	1.0	1.0
chr2	123317849	123318834	-	2	176,63,	0,922,	circRNA	Bbs7	NM_001012180	17,18	chr2:123315471-123317849|123318834-123321708	1	148	0	0	0.013333333333333334	0.0	0.013333333333333334	1.0	1.0
chr5	167478402	167486126	+	2	71,126,	0,7598,	circRNA	Rere	NM_053885	3,4	chr5:167455676-167478402|167486126-167516580	0	0	1	61	0.0	0.031746031746031744	-0.031746031746031744	1.0	1.0
chr3	150692739	150696569	+	3	142,125,138,	0,2701,3692,	circRNA	Itch	NM_001005887	2,3,4	chr3:150686798-150692739|150696569-150704578	0	0	1	115	0.0	0.017094017094017096	-0.017094017094017096	1.0	1.0
chr7	106597589	106611158	+	8	76,162,132,68,128,92,49,104,	0,814,1546,2666,3619,8451,12585,13465,	circRNA	Efr3a	NM_001130564	14,15,16,17,18,19,20,21	chr7:106597086-106597589|106611158-106611558	1	229	0	0	0.008658008658008658	0.0	0.008658008658008658	1.0	1.0
chr13	51664316	51701287	-	6	42,113,181,204,91,180,	0,1387,1705,3497,10594,36791,	circRNA	Ppp1r12b	NM_001107178	8,9,10,11,12,13	chr13:51609980-51664316|51701287-51708288	1	9	1	7	0.18181818181818182	0.2222222222222222	-0.04040404040404039	1.0	1.0
chrX	64301510	64367255	-	7	132,130,233,180,192,108,71,	0,6051,9900,25878,43193,65565,65674,	circRNA	Arhgef9	NM_023957	6,7,8,9,10,11,12	chrX:64286199-64301510|64367255-64428032	1	0	0	0	1.0	0.0	1.0	1.0	1.0
chr5	23363306	23366466	+	3	88,68,66,	0,2483,3094,	circRNA	MGC94199	NM_001007746	2,3,4	chr5:23359067-23363306|23366466-23372082	2	0	1	0	1.0	1.0	0.0	1.0	1.0
chr2	211417376	211424272	+	3	179,258,76,	0,4389,6820,	circRNA	Wdr47	NM_001100702	7,8,9	chr2:211415874-211417376|211424272-211427259	0	0	1	165	0.0	0.011976047904191617	-0.011976047904191617	1.0	1.0
chr8	87525525	87544069	+	8	143,388,230,165,34,189,227,110,	0,3337,5907,12011,14281,14620,16561,18434,	circRNA	Senp6	NM_001106842	8,9,10,11,12,13,14,15	chr8:87521136-87525525|87544069-87544150	1	133	0	0	0.014814814814814815	0.0	0.014814814814814815	1.0	1.0
chr19	27488169	27499018	+	6	208,156,123,180,240,144,	0,1333,4323,8608,9385,10705,	circRNA	Vps35	NM_001105718	11,12,13,14,15,16	chr19:27485436-27488169|27499018-27499715	0	0	1	192	0.0	0.010309278350515464	-0.010309278350515464	1.0	1.0
chr7	78349079	78354563	+	4	120,100,124,47,	0,1967,3042,5437,	circRNA	Rims2	NM_053945	6,7,8,9	chr7:78347191-78349079|78354563-78357307	0	0	1	179	0.0	0.011049723756906077	-0.011049723756906077	1.0	1.0
chr9	65949189	65949898	-	1	709,	0,	ciRNA	Mpp4	NM_021265	17	chr9:65949189-65949899	0	0	1	535	0.0	0.0037243947858473	-0.0037243947858473	1.0	1.0
chr7	94743528	94750464	-	6	114,185,232,142,119,161,	0,1022,2980,3843,5407,6775,	circRNA	Taf2	NM_133319	19,20,21,22,23,24	chr7:94741446-94743528|94750464-94755181	1	32	0	0	0.058823529411764705	0.0	0.058823529411764705	1.0	1.0
chr8	118223330	118248246	+	8	93,70,70,76,126,122,125,60,	0,4165,6285,14341,17575,20875,23454,24856,	circRNA	Smarcc1	NM_001106861	5,6,7,8,9,10,11,12	chr8:118221116-118223330|118248246-118252200	0	0	1	91	0.0	0.021505376344086023	-0.021505376344086023	1.0	1.0
chr7	94714898	94717465	-	1	2567,	0,	ciRNA	Taf2	NM_133319	5	chr7:94714898-94717465	0	0	1	132	0.0	0.014925373134328358	-0.014925373134328358	1.0	1.0
chr18	36531042	36553282	-	16	133,96,105,111,111,141,141,91,184,64,58,213,139,83,66,86,	0,1137,2745,5130,7157,7724,8747,10188,13433,17922,19425,20245,20853,21841,22003,22154,	circRNA	Lars	NM_001009637	2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17	chr18:36524378-36531042|36553282-36556883	0	0	7	145	0.0	0.0880503144654088	-0.0880503144654088	1.0	1.0
chr10	93470615	93473335	+	3	111,137,153,	0,693,2567,	circRNA	Tlk2	NM_001191652	10,11,12	chr10:93465700-93470615|93473335-93476246	1	174	0	0	0.011363636363636364	0.0	0.011363636363636364	1.0	1.0
chr4	17370390	17439867	-	4	94,120,60,161,	0,48457,51433,69316,	circRNA	Sema3e	NM_001106579	13,14,15,16	chr4:17355965-17370390|17439867-17593885	1	14	0	0	0.125	0.0	0.125	1.0	1.0
chr1	166351173	166378796	+	4	117,105,162,135,	0,2251,17093,27488,	circRNA	Fchsd2	NM_001107539	10,11,12,13	chr1:166342575-166351173|166378796-166383827	1	5	1	5	0.2857142857142857	0.2857142857142857	0.0	1.0	1.0
chr1	242229810	242333370	-	12	145,156,85,49,84,212,300,153,118,131,69,87,	0,3831,15088,18092,18241,20078,39063,45277,53845,60728,97979,103473,	circRNA	Pip5k1b	NM_001012743	3,4,5,6,7,8,9,10,11,12,13,14	chr1:242183103-242229810|242333370-242440807	1	19	1	21	0.09523809523809523	0.08695652173913043	0.0082815734989648	1.0	1.0
chr2	119285164	119292507	+	6	89,123,27,144,158,154,	0,2449,3309,3987,5722,7189,	circRNA	Usp13	NM_001107665	14,15,16,17,18,19	chr2:119278944-119285164|119292507-119311680	0	0	1	16	0.0	0.1111111111111111	-0.1111111111111111	1.0	1.0
chr2	4160528	4188168	-	5	141,163,241,76,114,	0,13653,26176,27299,27526,	circRNA	Slf1	NM_001106400	16,17,18,19,20	chr2:4160139-4160528|4188168-4195707	0	0	1	42	0.0	0.045454545454545456	-0.045454545454545456	1.0	1.0
chr17	6795539	6814084	+	5	144,78,124,23,153,	0,3792,6614,12014,18392,	circRNA	Gkap1	NM_001012160	3,4,5,6,7	chr17:6795095-6795539|6814084-6816946	0	0	1	68	0.0	0.02857142857142857	-0.02857142857142857	1.0	1.0
chr18	17182717	17224348	+	6	95,144,242,93,357,105,	0,7394,13852,33607,35581,41526,	circRNA	Fhod3	NM_001271332	8,9,10,11,12,13	chr18:17176089-17182717|17224348-17254723	0	0	1	57	0.0	0.03389830508474576	-0.03389830508474576	1.0	1.0
chr5	113666903	113676721	+	5	54,98,127,164,126,	0,929,1547,8624,9692,	circRNA	Ift74	NM_001007001	14,15,16,17,18	chr5:113655267-113666903|113676721-113680973	0	0	2	59	0.0	0.06349206349206349	-0.06349206349206349	1.0	1.0
chr5	151913358	151921981	-	10	173,133,208,210,110,146,313,168,90,241,	0,342,1798,3540,5227,5438,6208,7088,8056,8382,	circRNA	Arid1a	NM_001106635	7,8,9,10,11,12,13,14,15,16	chr5:151912714-151913358|151921981-151944768	0	0	1	8	0.0	0.2	-0.2	1.0	1.0
chr2	21868417	21879597	-	4	110,85,115,113,	0,1124,8113,11067,	circRNA	Msh3	NM_001191957	13,14,15,16	chr2:21854971-21868417|21879597-21915464	0	0	1	34	0.0	0.05555555555555555	-0.05555555555555555	1.0	1.0
chr20	55343326	55348617	+	2	177,72,	0,5219,	circRNA	Ascc3	NM_001277057	12,13	chr20:55332113-55343326|55348617-55380965	1	33	0	0	0.05714285714285714	0.0	0.05714285714285714	1.0	1.0
chr5	128468459	128473338	+	4	53,74,70,84,	0,1750,3401,4795,	circRNA	Txndc12	NM_001100840	3,4,5,6	chr5:128462056-128468459|128473338-128475123	1	23	1	23	0.08	0.08	0.0	1.0	1.0
chr4	8164613	8166216	+	2	247,468,	0,1135,	circRNA	Srpk2	NM_001106575	9,10	chr4:8163409-8164613|8166216-8172049	0	0	1	45	0.0	0.0425531914893617	-0.0425531914893617	1.0	1.0
